head_news,golden_true,prediction
"$USA $CRF $SCHX - U.S. is past the peak, economy to reopen shortly - JPMorgan ",positive,positive
$AMRH Increased position on this name after RS. All bad news are priced in IMHO and plenty of room to the upside.,positive,positive
"BofA Upgrades WestRock After Containerboard Conference, London Pulp Week",positive,positive
$RAPT: BMO Capital Markets starts at Outperform,positive,positive
"Microsoft Could Win Next Phase Of Cloud Battle, Wedbush Says",positive,positive
"$DAC - Danaos EPS beats by $0.34, beats on revenue ",positive,positive
GBP/USD Full Steam Ahead with 1.30 Resistance Nearby,positive,positive
Armata Pharmaceuticals started at buy with $8 stock price target at Maxim Group,positive,positive
"MAXIMUS EPS in-line, beats on revenue",positive,positive
"Elon Musk says Tesla has 187,000 orders for its Cybertruck, less than 48 hours after the broken-glass reveal ",positive,positive
AUD/USD: There Could Be Some Upside Once Markets Calm Down.  #business #economy #markets,positive,positive
U.S. Stock Futures Extend Gain on China’s Tariff Olive Branch,positive,positive
"JinkoSolar Holding EPS beats by $0.056, beats on revenue",positive,positive
$FCX - Freeport upgraded as Credit Suisse sees big buying opportunity ,positive,positive
$IBIO shor-term bottom is in. Loading zone ,positive,positive
What Bad News? Investors Keep Stocks Rising--Update #economy #MarketScreener  ,positive,positive
"Dow breaks through 28,000 | Calamatta Cuschieri - MaltaToday",positive,positive
Merck's Keytruda OK'd in Europe for first-line HNSCC,positive,positive
"An analyst at Loop Capital upgrades $LYFT  to buy from hold, citing higher revenue growth potential.  ",positive,positive
Ã‚Â Chegg Reports 2019 Financial Results and Raises 2020 Guidance,positive,positive
Eastman Chemical stock price target raised to $85 vs. $82 at BofA Merrill Lynch,positive,positive
Saint-Gobain North America Announces Largest Renewable Energy Deal in Company’s 354-Year History,positive,positive
"Global shares gain, oil rises, but caution lingers on U.S.-China deal",positive,positive
Fed's Mary Daly says current interest rates put economy 'in a good place to weather the storms',positive,positive
UDR upgraded to overweight from sector weight at KeyBanc Capital,positive,positive
"Stock Market Update: Futures extend rally, China says it will cut some tariffs",positive,positive
Buffett-backed StoneCo jumps to 7-month high on solid growth  via @business ,positive,positive
$ARWR - Arrowhead Pharma up 5% after Medicines Co. sale ,positive,positive
The mood is upbeat on markets ahead of Thanksgiving #Stock #MarketScreener  ,positive,positive
Nasdaq at record high as investors look past coronavirus impact on supply chains,positive,positive
"$LEVI - Levi Strauss +4% after earnings topper, update on China ",positive,positive
AIA's announcement of a new CEO sends shares higher in Hong Kong  ,positive,positive
Gold: Prepare For Bull Market To Begin Any Day.  #business #finance #economy,positive,positive
Prothena (NASDAQ:PRTA) Is In A Good Position To Deliver On Growth Plans,positive,positive
$BPMX - BioPharmX EPS beats by $0.08 ,positive,positive
"Fed Chair Powell: 'no reason' rising wages, job gains can't continue  ",positive,negative
New York Times Q4 EPS 41 cents vs. 33 cents,positive,positive
Bilibili +2.6% on accelerating revenue growth,positive,positive
"PJT Partners EPS beats by $0.11, beats on revenue",positive,positive
Hedge Funds Are Warming Up To Celestica Inc. (CLS),positive,positive
"$ICMB - Investcorp Credit Management BDC NII beats by $0.01, beats on total investment income ",positive,positive
Popeyes Chicken Sandwich Causes Sales to Jump 42% Higher,positive,positive
Dynex Capital beats on revenue,positive,positive
It looks like $CPHI could be a stock that deserves your attention going forward.,positive,positive
Canopy Growth up 6% as BofA buys the dip,positive,positive
"Hedge Funds Are Still Crazy About Avid Technology, Inc. (AVID)",positive,positive
Futures higher ahead of more Q3 results,positive,positive
Medtronic +2% premarket on FQ2 beat,positive,positive
Axcelis Technologies stock price target raised to $32 from $24 at Benchmark,positive,positive
"Darden stock jumps as Olive Garden parent cuts executive pay, to-go sales skyrocket ",positive,positive
CNH Industrial upped to Buy at Deutsche Bank on valuation,positive,positive
"Samsung, the world's largest smartphone maker, predicts it eked out a rise in profit last quarter, as the coronavir… ",positive,positive
Inovio on go with study of INO-3107 for rare HPV disorder; shares up 15%,positive,positive
Global air passenger traffic has grown at 4% YoY in 2019 ytd while air freight volumes contracted 4% over the same period: BofA,positive,positive
Apple's iPhone 11 'massive' success - Wedbush,positive,positive
Why Diabetes Stock Insulet Jumped 13.3% in January -- After Soaring 116% in 2019,positive,positive
StoneCo allayed some investor concerns over competition with solid growth ,positive,positive
"$ADRO - Aduro adds to rally as bargain hunters move in, shares up 18% ",positive,positive
"TUNE IN: Tesla's bull run is just getting started, says Ark's Cathie Wood. Watch #WallStreetWeek live today at 6pm... ",positive,positive
"Apple shares flex muscles as Trump, Cook tour facilities",positive,positive
$IESC - IES Holdings +8% post Q4 results ,positive,positive
$HG1:COM $FCX $TECK - Copper pops to biggest gain in six years on stimulus bet ,positive,positive
"U.K. stocks rally, British pound recovers as optimism over possible virus containment offsets worry over Johnson ",positive,positive
Why Slack Stock Just Surged 17%,positive,positive
"Energizer Holdings upgraded to neutral from underweight at JP Morgan, price target lifted to $51 from $41",positive,positive
Akero Therapeutics started at buy with $36 stock price target at Canaccord Genuity,positive,positive
Hasbro upgraded on earnings growth potential from Entertainment One acquisition,positive,positive
"Twitter, Inc. Just Reported And Analysts Have Been Lifting Their Price Targets",positive,positive
Here's Why Renewable Energy Group Shares Jumped as Much as 43.9% Today,positive,positive
Anthem stock price target raised to $330 from $300 at SunTrust RH,positive,positive
$PRGO: Perrigo reports preliminary 1Q20 revenue above consensus estimate; does not modify full-year guidance ,positive,positive
Bed Bath & Beyond reiterated as buy at BofA Merrill Lynch,positive,positive
Aveo Pharma up 4% on advancement of tivozanib,positive,positive
Elastic +3.7% as Canaccord turns bullish,positive,positive
USD/JPY Weekly Price Forecast – Dollar Continues To Test Resistance,positive,positive
Aravive rockets 263% premarket on promise of lead candidate,positive,positive
Hedge Funds Are Piling Into Dr. Reddy’s Laboratories Limited  (RDY),positive,positive
RPM International stock price target raised to $79 vs. $75 at BofA Merrill Lynch,positive,positive
JPMorgan likes Bausch Health in premarket analyst action,positive,positive
Canada’s Labor Market Picks Up Steam for Second Month,positive,positive
"'Things are normalizing': ETF market action is 'encouraging' despite economic worries, investor says (via… ",positive,positive
Intercept Pharmaceuticals maintained as buy with $165 price target at Canaccord,positive,positive
BTIG sees 'material improvement' to Ocwen book value,positive,positive
Bill.com +72% in trading debut,positive,positive
"Highlight: ""We have high confidence that we've seen what we call the internal low for the market,"" @suntrust Chief… ",positive,positive
"$LNN: Lindsay Corp beats by $0.04, reports revs in-line ",positive,positive
"$SUMRX: Asian Markets Close: Nikkei +0.8%, Hang Seng +1.5%, Shanghai +0.7% ",positive,positive
"A Rising Share Price Has Us Looking Closely At Fortinet, Inc.'s (NASDAQ:FTNT) P/E Ratio",positive,positive
The amount of electricity generated from coal jumped 7% in the developing world last year ,positive,positive
$ECONX: December University of Michigan Consumer Sentiment- Prelim 99.2 vs 96.5  consensus;… ,positive,positive
"Nvidia Has One Of The Best Opportunities To Maintain High Multiple, Morgan Stanley Says In Upgrade",positive,positive
$DIS $SNE - Disney now sees $110M-$120M for 'Frozen II' ,positive,positive
"$RDS.A $RDS.B - Shell: The End Of Oil And Gas Is Not Near, And Investors Can Benefit From A High Yield. Read more a… ",positive,positive
Energy Up As Exxon Cuts CapEx Spending -- Energy Roundup #economy #MarketScreener  ,positive,positive
$CLR (+4.3% pre) Continental Resources suspends dividend amid coronavirus woes - Reuters,positive,negative
"$TMUS $S - Texas AG settles with T-Mobile, Sprint ",positive,positive
$TSLA - Why Tesla Remains A Strong Buy.  #markets #stocks #business,positive,positive
"Highlight: ""You're seeing some level of optimism, just because we've come way off the lows,"" @colonymktstrat says.… ",positive,positive
CVS Health stock price target raised to $90 from $85 at SunTrust RH,positive,positive
$FIZZ - National Beverage +4% as analysts keep scrambling ,positive,positive
While market strain triggered by the coronavirus pandemic has eased since the Federal Reserve's historic interventi… ,positive,positive
"""The worst is behind us for this cyclical bear market that began two years ago, not last month,"" said a Morgan Stan… ",positive,positive
Cigna +3% on Q4 beat,positive,positive
Madison Square Garden shares up 1.2% premarket,positive,positive
Dow stock price target raised to $52 vs. $46 at BofA Merrill Lynch,positive,positive
Results: Synaptics Incorporated Exceeded Expectations And The Consensus Has Updated Its Estimates,positive,positive
Biogen stock price target raised to $392 from $320 at Instinet,positive,positive
"BrightSphere Investment EPS beats by $0.06, beats on revenue",positive,positive
$RNG - RingCentral +2.5% after Q4 revenue jumps ,positive,positive
RECAP 12/10 +Pos Comments:$HUYA + Hedgeye$TSLA + Rosenblatt$TXMD + CJS$INFY + BofAML,positive,positive
"World’s Largest Pension Fund Gains on Stocks, Foreign Debt",positive,positive
"Cowen survey forecasts stores to reopen in June, Ulta and Planet Fitness will recover quickly ",positive,positive
$PXGYF - PAX Global Technology: A No-Brainer Investment. Read more:  #business #markets #trading,positive,positive
"Stocks open higher on rosy data, waning virus fears",positive,positive
Futures climb on China plan to cut tariffs on U.S. products,positive,positive
Fannie boosts 2020 real GDP outlook on housing strength,positive,positive
"Highlight: “There's very little not to like about this report,"" @WellsFargo Acting Chief Economist Jay Bryson says… ",positive,positive
Trump said that a long-negotiated trade deal with China is “potentially very close” this morning. ,positive,positive
Why Disney+ is the only service that can rival Netflix,positive,positive
Fed's Daly says U.S. economy well placed to weather storms  ,positive,positive
"OneMain Holdings EPS beats by $0.21, beats on revenue",positive,positive
Amani Gold : Secures Gold Dealers License in Tanzania #AmaniGold #Stock #MarketScreener  ,positive,positive
"$QQQ April $204 call open interest rises to 32,443 after 20,000 bought for $0.94 yesterday morning, then 10,000 at… ",positive,positive
$MSFT up another 2% today.  Raising the stop on let it ride.,positive,positive
Ford's electric SUV impresses Credit Suisse,positive,positive
Why Target Earnings Are Phenomenal,positive,positive
Target Q3 revenue $18.67 bln vs. $17.82 bln a year ago; FactSet consensus $18.45 bln,positive,positive
$DMPI DelMar Pharmaceuticals Presents Positive Interim Data of VAL-083 Demonstrating Favorable Outcomes...… ,positive,positive
Amazon rejoins $1tn club on back of blockbuster earnings ,positive,positive
Wynn Resorts bounces back from Friday's weakness (WYNN)  $WYNN,positive,positive
Transocean up 4% on new $91M contract,positive,positive
Costco price target raised to $330 vs. $320 at BofA Merrill Lynch,positive,positive
"Airtel, Vodafone Idea jump on price hikes announcement",positive,positive
"$UBER $LYFT - Uber, Lyft can raise prices to profit - Barclays ",positive,positive
U.S. Oil Prices Edge Up as Traders Look to OPEC+ Meeting #WhitingPetroleum #Stock #MarketScreener… ,positive,positive
Emerging Markets Get Fresh Boost of Hope Over Trade Deal,positive,positive
"For All the Talk of Coal's Demise, It Still Powers the World",positive,positive
Hedge Funds Warming Up To Central Pacific Financial Corp. (CPF),positive,positive
"AUD/USD and NZD/USD Fundamental Daily Forecast – Aussie, Kiwi Rebound Amid Increasing Demand for Higher Yields",positive,positive
